Iteration,Stability
7758,-8
7766,-8
7768,-8
7773,-9
7774,-10
7779,-8
7780,-3
7783,-3
7784,-3
7785,-5
7786,-5
7801,-4
7802,-9
7804,-9
7813,-11
7816,-11
7819,-12
7827,-12
7843,-11
7849,-9
7855,-8
7857,-6
7858,-7
7870,-7
7880,-7
7881,-6
7892,-6
7895,-6
7897,-6
7898,-6
7903,-6
7904,-6
7908,-6
7909,-6
7910,-6
7911,-6
7917,-6
7919,-6
7928,-6
7929,-6
7930,-6
7932,-6
7934,-8
7935,-8
7941,-8
7943,-8
7945,-8
7946,-8
7948,-6
7950,-6
7966,-6
7967,-6
7968,-6
7970,-6
7971,-1
7973,-1
7975,-1
7983,-2
7985,-1
7986,-1
7987,-1
7992,-3
7994,-4
7996,-4
8010,-4
8011,-3
8013,-3
8015,-3
8016,-3
8027,-3
8029,-3
8032,-3
8038,-3
8053,-3
8057,-3
8061,-3
8076,-2
8080,-3
8084,-3
8086,-3
8091,-4
8097,-4
8104,-4
8105,-3
8107,-3
8110,-3
8111,-3
8112,-3
8117,-3
8118,-3
8119,-3
8121,-3
8125,-2
8126,-7
8131,-7
8135,-7
8137,-7
8140,-6
8158,-6
8162,-6
8165,-1
8174,-1
8175,-2
8183,-3
8192,-3
8194,-3
8198,-2
8204,-2
8207,-2
8218,-2
8220,-2
8221,-2
8222,-2
8225,-2
8227,-2
8232,-2
8239,-1
8240,-1
8243,-1
8246,-1
8250,-1
8252,-1
8262,-2
8264,-2
8267,-2
8271,-2
8274,-1
8276,-1
8278,-1
8280,-1
8286,0
8289,0
8296,0
8300,0
8302,-1
8304,-1
8305,-6
8306,-6
8308,-6
8311,-6
8319,-6
8322,-6
8324,-6
8325,-6
8330,-6
8333,-6
8334,-1
8339,-1
8350,0
8356,0
8361,0
8365,0
8368,0
8369,-3
8371,-3
8373,-3
8374,-3
8380,-3
8384,-3
8386,-3
8390,-4
8396,-4
8398,-4
8400,-4
8403,-4
8404,-4
8408,-1
8410,-1
8413,-1
8418,-1
8425,-1
8429,-1
8430,-1
8432,-1
8434,-1
8437,-2
8441,-2
8445,-3
8448,-2
8452,-2
8456,-2
8464,-2
8465,-2
8477,-2
8486,-2
8488,-3
8489,-2
8492,-2
8494,-2
8495,-2
8498,-2
8502,-2
8505,-2
8509,-2
8510,-2
8513,-2
8518,-2
8521,-2
8522,-2
8526,-2
8528,-2
8529,-2
8532,-2
8537,-1
8540,-1
8550,-1
8552,-1
8554,0
8560,0
8563,-1
8568,-1
8574,-2
8580,-4
8583,-1
8587,-1
8589,-1
8591,-1
8593,-4
8594,-3
8597,-3
8598,-3
8602,-3
8605,-3
8615,-3
8620,-4
8621,-4
8624,-4
8630,-10
8635,-9
8636,-9
8647,-9
8659,-9
8662,-9
8664,-10
8667,-10
8687,-9
8690,-9
8692,-10
8697,-11
8701,-11
8703,-11
8712,-10
8722,-11
8724,-10
8728,-10
8729,-10
8733,-10
8747,-10
8749,-10
8750,-9
8754,-9
8761,-10
8764,-10
8767,-10
8768,-10
8772,-10
8773,-10
8777,-10
8778,-10
8781,-10
8782,-10
8783,-8
8784,-8
8786,-8
8787,-8
8788,-8
8790,-8
8792,-8
8794,-8
8797,-8
8798,-8
8806,-8
8809,-8
8818,-8
8820,-8
8826,-8
8829,-8
8830,-8
8833,-8
8836,-8
8841,-1
8842,-2
8843,-2
8845,-1
8849,-1
8851,-3
8853,-3
8854,-3
8858,-3
8860,-3
8871,-3
8872,-3
8876,-3
8878,-4
8879,-4
8880,-4
8889,-4
8897,-4
8902,-4
8909,-4
8912,-3
8915,-3
8917,-3
8919,-2
8920,-1
8921,-1
8925,-1
8926,-1
8929,-1
8932,-1
8935,-1
8938,-1
8942,-1
8944,-1
8949,-1
8951,-1
8953,-1
8958,-1
8964,-1
8968,-1
8969,-1
8973,-2
8974,-3
8975,-3
8977,-3
8978,-3
8979,-3
8984,-2
8985,-2
8986,-2
8989,-2
8991,-2
8992,-2
8995,-2
8998,-2
9000,-2
9002,-2
9003,-2
9004,-2
9009,-2
9012,-1
9013,-1
9019,-1
9020,-1
9021,-1
9022,-1
9023,-1
9024,-1
9026,-1
9029,-1
9032,-1
9033,-1
9034,-1
9041,-1
9042,-1
9043,-1
9044,-1
9051,-1
9052,-1
9053,-1
9054,-1
9056,-1
9058,-2
9061,-2
9062,-2
9065,-2
9066,-2
9071,-2
9072,-2
9073,-2
9076,-1
9080,-1
9084,-1
9087,-1
9089,-1
9092,-1
9094,-1
9095,-2
9098,-1
9104,-1
9106,-1
9109,-1
9110,-2
9114,-2
9115,-2
9117,-2
9120,-2
9124,-2
9128,-1
9131,-1
9132,-1
9135,-2
9136,-2
9143,-3
9144,-2
9146,-2
9149,-2
9157,-2
9164,-2
9165,-2
9166,-2
9168,-2
9170,-2
9173,-2
9176,-2
9177,-2
9179,-2
9192,-2
9195,-2
9198,-2
9203,-2
9204,-2
9206,-2
9207,-1
9208,-1
9221,-1
9224,-1
9225,-1
9226,-1
9227,-1
9229,-1
9230,-1
9232,-1
9233,-1
9237,-1
9238,-1
9240,-1
9242,0
9243,0
9246,-1
9251,-1
9256,-1
9258,-1
9261,-1
9262,-1
9279,-1
9284,-1
9286,-1
9287,-1
9291,-1
9293,-1
9297,-1
9298,-1
9300,-1
9309,-1
9316,-1
9318,-1
9328,-1
9331,-1
9333,-1
9336,-2
9347,-2
9349,-2
9350,-1
9351,-1
9354,-1
9356,0
9357,0
9361,0
9363,0
9365,0
9366,0
9379,0
9382,0
9384,0
9385,0
9386,0
9387,0
9389,0
9394,0
9396,0
9400,-1
9402,-1
9403,-1
9407,-1
9409,-1
9411,-1
9412,0
9415,0
9419,0
9420,0
9421,0
9422,0
9425,0
9431,0
9435,0
9437,0
9438,0
9439,0
9440,0
9441,0
9444,-1
9445,-1
9452,-1
9454,-1
9456,-1
9463,-1
9472,-1
9474,-1
9479,-1
9483,-1
9486,-1
9488,-1
9497,-1
9507,-1
9508,-1
9509,-1
9511,-1
9516,-1
9517,-1
9518,-1
9522,-1
9523,-1
9524,-1
9530,-1
9534,-1
9536,-1
9538,-1
9539,-1
9542,-1
9545,-1
9547,-1
9550,-1
9556,-2
9563,-2
9569,-3
9570,-4
9581,-4
9583,-3
9585,-3
9586,-3
9588,-3
9591,-3
9593,-3
9594,-3
9596,-3
9598,-3
9599,-3
9602,-3
9605,-3
9606,-2
9613,-2
9615,-2
9625,-3
9627,-2
9629,-3
9631,-3
9632,-4
9633,-4
9636,-4
9650,-4
9653,-3
9655,-3
9658,-3
9662,-3
9665,-3
9666,-1
9669,-1
9670,-3
9671,-2
9675,-2
9680,-2
9682,-2
9684,-2
9685,-1
9687,-1
9688,-1
9690,-4
9691,-4
9692,-4
9694,-4
9699,-4
9700,-4
9709,-6
9716,-6
9718,-4
9722,-4
9723,-2
9724,-2
9727,-1
9728,0
9731,0
9732,0
9734,0
9737,-1
9738,-1
9742,0
9744,0
9746,0
9753,0
9757,0
9761,0
9768,0
9769,0
9772,0
9773,0
9783,0
9784,-2
9785,-1
9790,-2
9791,-1
9797,-1
9801,-2
9802,-1
9813,-1
9814,-1
9815,-1
9816,-1
9818,-1
9821,-1
9823,-1
9827,-1
9828,-1
9831,-1
9832,-1
9834,-2
9835,-2
9838,-2
9839,-2
9840,-2
9841,-1
9845,-1
9850,-1
9852,-1
9853,-1
9856,-1
9860,-1
9862,-1
9865,-1
9872,-1
9874,-1
9877,-1
9879,-1
9881,-1
9882,0
9884,-1
9885,-1
9890,-1
9893,-1
9895,-1
9897,-1
9900,-1
9905,-1
9906,-1
9914,-1
9927,-1
9931,-1
9940,-3
9950,-1
9953,-1
9958,-1
9966,-1
9968,-1
9969,-1
9972,-1
9975,-1
9978,-6
9981,-6
9985,-1
9998,-1
10000,-1
1,-1
6,-2
13,-2
15,-2
16,-2
32,-2
37,-1
41,-1
45,-1
52,-1
54,-1
55,-1
58,-1
61,-1
65,-2
70,-1
71,-1
75,-1
76,-1
88,-1
102,-2
106,-2
108,-2
110,-2
117,-2
119,-2
122,-2
125,-2
132,-2
134,-2
138,-7
145,-7
148,-2
149,-3
157,-3
160,-3
176,-3
184,-3
187,-3
191,-4
193,-3
195,-4
199,-4
203,-3
204,-2
205,-2
206,-2
208,-2
210,-2
211,-2
212,-2
214,-2
218,-3
222,-3
225,-3
226,-3
234,-3
239,-2
240,-1
241,-1
242,-1
244,-1
246,-1
248,-1
250,-1
251,-1
253,-1
254,-1
255,-1
259,-2
260,-2
264,-2
268,-2
276,-6
277,-6
281,-7
283,-5
293,-4
297,-4
300,-4
306,-4
307,-4
309,-5
314,-5
316,-5
320,-5
321,-5
324,-5
326,-5
328,-6
331,-6
333,-6
337,-5
342,-5
343,-5
344,-5
345,-5
346,-5
356,-5
357,-4
361,-4
364,-4
365,-4
368,-4
370,-5
373,-5
374,-5
376,-4
381,-4
382,-3
383,-3
390,-3
392,-3
394,-3
397,-3
399,-3
401,-3
410,-1
412,-2
413,-3
414,-3
416,-2
417,-1
418,-1
422,-1
428,-1
436,-1
440,-1
441,-1
444,-1
445,-1
446,-1
447,-1
450,-1
452,-2
454,-2
455,-2
463,-2
465,-2
466,-2
469,-2
471,-2
473,-2
475,-2
476,-2
478,-2
479,-2
482,-4
488,-4
489,-4
492,-4
494,-4
506,-4
508,-5
511,-5
515,-5
522,-5
534,-6
550,-6
554,-5
556,-5
561,-5
565,-5
566,-5
570,-5
575,-5
578,-5
580,-5
581,-4
582,-4
583,-5
586,-5
589,-5
596,-7
597,-7
602,-5
609,-5
610,-5
620,-5
624,-5
625,-5
630,-5
632,-4
636,-4
640,-4
646,-4
650,-4
653,-5
659,-4
668,-4
669,-2
671,-2
672,-2
679,-2
686,-2
690,-2
691,-2
702,-2
704,-2
705,-2
713,-5
715,-4
717,-4
718,-4
721,-4
724,-1
729,-1
738,-1
739,-1
741,-2
749,-2
755,-1
758,-1
759,-1
765,-1
766,-1
768,-1
773,-1
774,-1
778,-1
780,-1
785,-1
787,-1
791,-1
794,-1
799,0
807,0
809,0
810,0
813,0
833,0
837,0
841,0
844,0
846,0
849,0
852,0
853,0
854,0
855,-1
857,-1
859,-1
862,0
863,0
868,0
869,0
872,0
878,0
879,0
880,0
884,0
885,-1
888,-1
890,-1
894,-1
895,-1
897,-1
900,0
901,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
912,0
914,0
916,0
917,0
924,0
925,0
927,0
928,0
929,0
930,0
931,0
932,-6
937,-7
939,-7
943,-3
944,-3
950,-4
954,-4
955,-5
957,-5
962,-5
970,-4
972,-4
974,-4
975,-4
980,-5
983,-6
995,-5
996,-5
997,-5
1000,-5
1001,-6
1005,-6
1010,-6
1011,-6
1016,-6
1019,-6
1020,-6
1030,-6
1032,-6
1033,-6
1037,-6
1042,-6
1049,-6
1051,-6
1062,-5
1065,-5
1066,-5
1074,-5
1075,-5
1087,-6
1089,-6
1090,-12
1093,-12
1104,-12
1111,-12
1129,-14
1136,-13
1137,-13
1142,-13
1144,-13
1146,-13
1153,-13
1156,-13
1166,-8
1167,-8
1168,-8
1170,-8
1171,-9
1172,-10
1173,-10
1175,-10
1176,-10
1177,-9
1192,-9
1194,-9
1199,-12
1202,-12
1204,-11
1212,-11
1216,-11
1218,-11
1221,-9
1227,-9
1236,-9
1246,-9
1261,-9
1271,-9
1280,-9
1290,-9
1292,-9
1293,-9
1299,-11
1304,-11
1305,-10
1306,-10
1312,-10
1314,-11
1319,-10
1323,-10
1329,-10
1343,-10
1345,-10
1351,-10
1360,-9
1361,-3
1365,-3
1366,-4
1371,-4
1372,-4
1374,-4
1381,-4
1385,-4
1392,-4
1398,-4
1399,-5
1401,-4
1408,-3
1411,-3
1413,-3
1417,-3
1418,-3
1419,-3
1420,-3
1425,-3
1427,-3
1430,-3
1431,-3
1432,-3
1439,-3
1444,-3
1447,-3
1454,-3
1456,-3
1461,-4
1469,-4
1474,-5
1490,-4
1498,-5
1501,-5
1508,-4
1519,-4
1524,-4
1525,-4
1536,-6
1539,-4
1544,-3
1545,-3
1554,-3
1558,-3
1559,-7
1560,-3
1566,-3
1569,-3
1576,-4
1577,-3
1583,-3
1588,-4
1590,-4
1591,-4
1595,-4
1599,-4
1602,-4
1608,-4
1609,-3
1610,-3
1612,-3
1613,-3
1617,-10
1625,-10
1626,-10
1629,-10
1634,-10
1645,-11
1648,-11
1656,-10
1658,-10
1662,-10
1664,-10
1669,-3
1670,-3
1675,-3
1678,-3
1682,-5
1687,-5
1688,-3
1689,-4
1691,-4
1695,-4
1697,-4
1699,-4
1703,-4
1712,-4
1717,-4
1721,-4
1724,-4
1729,-4
1731,-4
1734,-4
1741,-4
1742,-4
1745,-4
1747,-5
1756,-5
1758,-4
1768,-4
1770,-4
1775,-4
1776,-4
1782,-4
1784,-4
1789,-3
1791,-3
1793,-3
1801,-3
1803,-2
1815,-2
1823,-2
1828,-3
1831,-3
1839,-2
1843,-3
1853,-3
1859,-3
1862,-3
1872,-2
1873,-2
1874,-2
1879,-2
1880,-2
1881,-2
1882,-2
1884,-2
1885,-2
1886,-3
1890,-2
1891,-1
1910,-1
1912,-1
1916,-1
1918,-1
1919,-1
1923,-1
1924,-1
1925,-1
1928,-1
1936,-1
1944,-2
1950,-2
1951,-2
1956,-2
1969,-4
1978,-4
1981,-4
1987,-3
1989,-2
1992,-2
1997,-1
1998,-1
2001,0
2004,-2
2005,-1
2007,-1
2011,-1
2012,-1
2014,-1
2019,-1
2025,-1
2026,0
2027,0
2028,0
2031,-2
2040,-2
2044,-2
2045,-2
2046,-2
2048,-1
2053,-1
2058,-1
2064,-1
2068,-1
2070,-1
2073,-1
2077,-1
2079,-1
2081,-1
2084,-1
2091,-1
2095,-1
2096,-3
2098,-3
2101,-3
2104,-1
2108,-3
2117,-3
2122,-3
2123,-2
2124,-2
2141,-1
2143,-1
2145,-1
2147,-1
2151,-1
2152,-1
2153,-2
2155,-2
2156,-2
2157,-2
2160,-4
2161,-4
2167,-4
2168,-2
2170,-2
2171,-2
2176,-2
2179,-2
2185,-2
2187,-2
2188,-2
2190,-2
2193,-2
2194,-2
2195,-1
2196,-1
2201,-1
2202,-1
2203,-1
2207,-1
2208,-1
2209,-1
2210,-1
2211,-1
2213,-1
2215,-1
2216,-4
2220,-4
2221,-4
2225,-4
2226,-4
2227,-4
2234,-4
2235,-4
2239,-4
2247,-1
2251,-1
2253,-1
2254,0
2256,0
2260,0
2261,0
2265,0
2267,0
2268,0
2276,0
2281,0
2285,0
2287,-1
2288,-1
2290,-1
2291,-2
2292,-2
2293,-2
2295,-2
2300,-2
2302,-2
2307,-2
2314,-2
2315,-2
2321,-2
2323,-3
2332,-2
2334,-2
2335,-2
2338,-2
2339,-3
2342,-2
2346,-2
2347,-2
2348,-2
2351,-2
2353,-2
2354,-2
2360,-2
2362,-2
2364,-2
2372,-2
2380,-2
2382,-2
2383,-2
2384,-2
2386,-1
2387,-1
2388,-1
2390,-1
2393,-1
2394,-1
2397,-1
2400,-1
2401,-1
2404,-1
2405,-1
2406,-1
2413,-1
2414,-1
2415,-1
2416,-1
2417,-1
2420,-1
2421,-1
2422,-1
2425,-2
2430,-2
2433,-1
2435,-2
2440,-1
2441,-1
2455,-1
2458,-1
2462,-1
2473,-1
2475,-1
2477,0
2479,0
2482,0
2486,0
2492,0
2494,0
2499,0
2501,0
2503,0
2505,-1
2506,-1
2510,-1
2512,-2
2513,-2
2514,-2
2516,-2
2525,-2
2527,-2
2535,-2
2538,-2
2541,-2
2545,-2
2546,-2
2547,-2
2551,-2
2553,-2
2555,-3
2560,-3
2564,-3
2567,-3
2568,-3
2572,-3
2584,-3
2587,-2
2589,-2
2590,-2
2591,-3
2592,-3
2594,-3
2595,-3
2596,-3
2597,-3
2599,-3
2603,-2
2605,-2
2611,-2
2612,-2
2613,-2
2615,-3
2621,-3
2630,-2
2635,-2
2651,-2
2654,-1
2656,-1
2664,-1
2665,-1
2669,-2
2672,-2
2674,-2
2675,-2
2676,-2
2678,-6
2679,-4
2684,-4
2687,-4
2690,-4
2698,-4
2699,-4
2700,-4
2702,-4
2703,-3
2706,-3
2711,-3
2712,-3
2722,-3
2724,-4
2728,-3
2731,-3
2735,-3
2736,-3
2743,-3
2749,-4
2754,-4
2755,-3
2760,-3
2770,-3
2775,-2
2776,-2
2780,-2
2781,-2
2789,-2
2795,-3
2796,-2
2803,-2
2805,-2
2817,-2
2825,-2
2829,-2
2830,-2
2835,-2
2847,-2
2854,-2
2856,-2
2863,-1
2874,-1
2875,-1
2878,-1
2882,-1
2883,-1
2886,-1
2887,-1
2889,-1
2894,-1
2897,-2
2913,-2
2914,-2
2917,-2
2924,-4
2934,-4
2937,-2
2939,-2
2941,-5
2942,-3
2951,-3
2955,-4
2961,-4
2971,-4
2982,-4
2987,-3
2989,-3
2992,-3
2995,-3
3003,-3
3006,-3
3010,-3
3011,-4
3013,-4
3014,-4
3019,-3
3031,-4
3038,-4
3040,-4
3041,-4
3042,-4
3043,-4
3045,-4
3046,-6
3048,-5
3052,-5
3054,-5
3055,-4
3061,-5
3063,-5
3071,-4
3073,-5
3082,-4
3095,-4
3099,-4
3103,-2
3109,-2
3111,-2
3113,-2
3115,-2
3121,-2
3123,-2
3128,-2
3130,-2
3134,-2
3137,-2
3139,-2
3142,-4
3143,-4
3144,-4
3146,-2
3147,-2
3148,-3
3150,-2
3159,-2
3160,-2
3167,-2
3173,-2
3175,-2
3178,-2
3180,-2
3182,-2
3186,-2
3187,-2
3193,-2
3199,-2
3200,-2
3204,-2
3207,-2
3211,-2
3213,-2
3215,-2
3216,-2
3224,-2
3225,-2
3231,-2
3236,-2
3238,-2
3243,-2
3252,-2
3253,-2
3254,-2
3256,-2
3258,-2
3262,-3
3263,-2
3270,-3
3275,-6
3277,-4
3278,-4
3281,-4
3295,-4
3297,-4
3304,-4
3305,-4
3308,-4
3311,-4
3315,-4
3316,-4
3320,-4
3323,-4
3328,-4
3333,-4
3352,-10
3354,-8
3355,-10
3356,-10
3358,-10
3359,-10
3361,-10
3364,-8
3369,-10
3387,-10
3391,-10
3397,-10
3398,-11
3399,-11
3404,-11
3410,-11
3413,-9
3414,-7
3420,-10
3422,-10
3424,-10
3427,-9
3439,-8
3441,-7
3448,-7
3451,-8
3453,-7
3458,-2
3459,-2
3466,-2
3476,-2
3477,-2
3479,-2
3480,-2
3486,-2
3488,-2
3489,-2
3494,-2
3497,-2
3501,-2
3504,-3
3505,-3
3506,-3
3517,-3
3519,-3
3522,-3
3525,-3
3529,-2
3530,-2
3532,-2
3537,-1
3539,-1
3542,-1
3545,-1
3546,-1
3548,-1
3549,-1
3553,-1
3559,-1
3561,-1
3562,-1
3564,-1
3566,-1
3567,-1
3568,-1
3569,-1
3570,-1
3572,-1
3573,-1
3574,-2
3576,-2
3577,-2
3581,-2
3582,-2
3583,-2
3586,-2
3588,-2
3591,-2
3592,-2
3593,-2
3597,-2
3602,-2
3604,-2
3605,-2
3610,-2
3612,-2
3614,-2
3615,-2
3619,-2
3624,-2
3625,-2
3627,-2
3628,-2
3629,-2
3630,-2
3631,-2
3639,-2
3644,-2
3645,-3
3648,-3
3652,-2
3658,-2
3667,-2
3669,-2
3671,-2
3672,-2
3673,-2
3677,-3
3679,-3
3681,-3
3683,-8
3684,-8
3686,-8
3688,-8
3694,-8
3695,-8
3698,-9
3701,-9
3702,-9
3703,-11
3709,-11
3710,-11
3712,-11
3715,-11
3718,-11
3719,-11
3720,-6
3721,-6
3724,-6
3726,-6
3728,-6
3737,-5
3741,-5
3742,-5
3744,-5
3745,-5
3746,-5
3747,-5
3751,-5
3763,-5
3767,-4
3768,-4
3771,-4
3774,-4
3778,-4
3780,-4
3781,-4
3787,-4
3788,-6
3792,-6
3793,-6
3794,-6
3795,-9
3797,-9
3807,-8
3808,-6
3809,-6
3812,-3
3813,-3
3814,-3
3816,-3
3817,-3
3823,-1
3825,-2
3826,-2
3827,-2
3829,-2
3830,-2
3832,-2
3833,-2
3838,-2
3841,-2
3844,-2
3845,-2
3848,-2
3851,-2
3852,-3
3856,-2
3859,-2
3860,-2
3861,-2
3862,-2
3864,0
3866,-1
3867,0
3868,0
3873,0
3876,0
3879,0
3881,0
3883,-1
3884,-1
3885,-1
3887,-1
3890,-1
3894,-1
3897,-1
3912,-1
3914,-1
3916,-1
3918,-1
3919,-6
3920,-6
3923,-1
3931,-1
3932,-1
3933,-2
3944,-2
3955,-2
3956,-1
3967,-2
3969,-2
3991,-2
3995,-2
3996,-2
3997,-2
4001,-2
4005,-2
4008,-2
4011,-2
4014,-2
4020,-1
4023,-1
4026,-1
4031,-1
4035,-1
4039,0
4041,-1
4044,-1
4047,-1
4050,-1
4056,-1
4063,-1
4065,-3
4076,-3
4077,-3
4079,-5
4082,-5
4084,-5
4085,-5
4086,-5
4094,-3
4096,-4
4098,-4
4103,-6
4105,-3
4107,-2
4108,-2
4127,-2
4131,-2
4136,-2
4140,-2
4144,-2
4147,-2
4156,-2
4157,-1
4158,-1
4169,-1
4171,-1
4172,0
4178,0
4180,0
4181,0
4182,0
4183,0
4187,0
4188,0
4189,0
4190,0
4191,0
4193,0
4195,-1
4201,-1
4202,-1
4206,-1
4210,-2
4219,-1
4220,-1
4221,-1
4223,-1
4230,-1
4234,-1
4236,-2
4243,-2
4244,-1
4252,-1
4283,-1
4284,-1
4286,-1
4292,-1
4298,-1
4299,-1
4301,-1
4304,-1
4319,-1
4321,-1
4323,-1
4332,-2
4336,-2
4341,-1
4348,-1
4349,-1
4350,-1
4351,-4
4352,-1
4354,-1
4357,-1
4359,-1
4360,-1
4365,-2
4367,-2
4372,-1
4375,-2
4376,-2
4378,-2
4379,-2
4383,-2
4384,-2
4385,-2
4386,-2
4387,-2
4390,-2
4393,-2
4394,-3
4395,-3
4396,-3
4397,-3
4406,-3
4408,-3
4413,-3
4418,-3
4419,-3
4428,-3
4429,-3
4432,-3
4439,-3
4444,-3
4445,-3
4449,-3
4451,-3
4454,-3
4463,-3
4464,-3
4468,-3
4470,-3
4471,-3
4475,-2
4484,-2
4488,-2
4492,-2
4494,-2
4499,-2
4501,-2
4503,-2
4515,-3
4520,-3
4522,-3
4529,-3
4531,-3
4533,-3
4537,-3
4542,-3
4543,-3
4545,-3
4552,-3
4557,-3
4560,-3
4561,-3
4562,-3
4569,-3
4574,-3
4578,-3
4579,-4
4581,-4
4585,-5
4587,-5
4600,-5
4602,-5
4610,-5
4619,-4
4621,-4
4624,-4
4625,-4
4627,-5
4638,-4
4641,-6
4644,-6
4645,-6
4647,-5
4648,-5
4650,-5
4653,-5
4658,-5
4660,-4
4663,-4
4664,-4
4666,-4
4668,-4
4677,-4
4678,-3
4689,-3
4691,-3
4692,-3
4702,-3
4712,-3
4715,-3
4718,-3
4720,-3
4722,-3
4725,-3
4733,-3
4735,-3
4739,-3
4740,-4
4741,-4
4742,-4
4743,-5
4748,-5
4749,-6
4752,-6
4754,-6
4755,-5
4756,-5
4758,-5
4759,-4
4762,-4
4770,-4
4771,-3
4773,-3
4776,-3
4777,-3
4786,-3
4789,-2
4791,-2
4792,-2
4793,-2
4794,-2
4798,-2
4802,-2
4804,-2
4805,-2
4806,-3
4807,-3
4811,-3
4815,-3
4818,-3
4821,-3
4827,-3
4828,-3
4835,-3
4840,-1
4843,-6
4844,-6
4852,-8
4855,-8
4860,-2
4867,-1
4870,-1
4871,-2
4874,-2
4877,-2
4879,-2
4882,-3
4890,-2
4895,-2
4904,-2
4905,-2
4907,-2
4908,-2
4910,-2
4911,-2
4916,-2
4923,-2
4928,-2
4929,-3
4930,-3
4933,-2
4938,-2
4942,-4
4950,-2
4951,-2
4952,-2
4960,-2
4961,-2
4963,-2
4965,-1
4966,-2
4970,-3
4971,-3
4972,-3
4977,-2
4983,-2
4987,-2
4988,-2
4989,-2
4990,-2
4991,-2
4993,-3
4994,-3
4996,-4
4997,-4
4998,-3
5007,-3
5010,-3
5011,-2
5012,-2
5013,-2
5020,-2
5022,-2
5025,-1
5027,-1
5028,-1
5029,-1
5040,-1
5041,-1
5043,-1
5047,-1
5049,-1
5051,-1
5053,-1
5056,-2
5063,-1
5066,-1
5075,-1
5076,-1
5089,-2
5092,-3
5097,-3
5100,-3
5104,-3
5108,-3
5109,-3
5118,-4
5125,-4
5127,-4
5135,-3
5140,-4
5142,-4
5146,-4
5152,-4
5156,-5
5158,-4
5159,-4
5164,-4
5166,-4
5168,-5
5170,-3
5181,-3
5185,-3
5189,-3
5190,-3
5193,-3
5195,-3
5197,-3
5199,-5
5200,-5
5203,-5
5205,-5
5209,-4
5212,-4
5213,-3
5220,-3
5221,-3
5223,-3
5224,-2
5225,-2
5227,-2
5229,-2
5235,-2
5236,-2
5237,-2
5241,-2
5244,-2
5246,-2
5253,-2
5260,-8
5264,-8
5266,-8
5270,-8
5271,-8
5275,-8
5281,-8
5284,-8
5285,-8
5290,-8
5291,-8
5296,-8
5300,-8
5306,-8
5307,-8
5308,-9
5309,-9
5310,-9
5314,-9
5315,-9
5316,-3
5322,-4
5323,-4
5328,-4
5331,-4
5336,-4
5337,-4
5340,-4
5350,-4
5351,-4
5352,-4
5363,-4
5379,-4
5382,-4
5391,-4
5393,-5
5401,-5
5403,-5
5407,-5
5408,-5
5413,-5
5414,-5
5415,-3
5416,-3
5417,-3
5420,-2
5422,-2
5426,-2
5427,-2
5428,-2
5429,-1
5430,-1
5431,-1
5434,-1
5435,-1
5437,-1
5443,-1
5451,-1
5453,-1
5456,-1
5459,-2
5462,-2
5463,-2
5465,-2
5466,-2
5467,-2
5469,-2
5470,-2
5471,-2
5475,-2
5478,-2
5479,-2
5481,-2
5485,-2
5486,-1
5487,-1
5488,0
5489,0
5490,0
5494,-1
5497,-1
5501,-1
5506,-1
5507,-8
5514,-8
5518,-1
5519,-1
5525,-1
5527,-2
5529,-2
5530,-2
5533,-2
5534,-2
5536,-2
5537,-2
5542,-2
5543,-2
5545,-1
5549,-2
5553,-2
5555,-2
5558,-2
5563,-2
5564,-2
5565,-2
5566,-2
5569,-4
5574,-4
5580,-4
5583,-4
5586,-4
5589,-4
5590,-4
5594,-4
5596,-4
5610,-4
5611,-3
5613,-3
5617,-3
5623,-3
5624,-3
5625,-3
5627,-3
5640,-3
5641,-1
5646,-1
5651,-1
5652,-1
5653,-3
5655,-3
5656,-3
5660,-3
5661,-3
5674,-3
5676,-3
5680,-3
5685,-3
5686,-4
5692,-5
5700,-4
5703,-4
5706,-6
5711,-5
5715,-5
5717,-5
5726,-3
5733,-3
5737,-3
5740,-4
5741,-4
5749,-5
5753,-6
5754,-6
5768,-6
5771,-6
5781,-6
5788,-5
5789,-5
5796,-5
5808,-5
5812,-5
5813,-4
5831,-5
5834,-5
5840,-5
5841,-3
5843,-4
5850,-3
5858,-3
5861,-2
5874,-2
5878,-2
5880,-5
5883,-1
5884,-1
5885,-1
5925,-1
5926,-1
5928,-5
5929,-5
5942,-3
5947,-3
5950,-2
5957,-2
5960,-4
5970,-4
5972,-4
5983,-4
5985,-4
5989,-5
6001,-5
6002,-4
6011,-4
6015,-4
6016,-4
6017,-4
6019,-4
6021,-4
6022,-4
6023,-4
6026,-4
6031,-4
6033,-4
6034,-4
6040,-4
6041,-4
6042,-4
6043,-4
6045,-4
6048,-5
6051,-4
6056,-4
6057,-5
6058,-5
6066,-4
6069,-4
6070,-4
6073,-3
6074,-1
6076,-1
6078,-1
6079,-1
6081,-1
6086,-2
6087,-1
6089,-1
6094,-1
6095,-1
6099,-1
6100,-1
6101,-1
6115,-1
6117,-1
6118,0
6119,0
6121,0
6122,0
6124,0
6125,0
6126,0
6129,0
6130,0
6135,0
6136,0
6138,0
6139,0
6142,0
6146,0
6147,0
6149,0
6150,-1
6152,-1
6154,-2
6157,-2
6158,-1
6160,-1
6161,-1
6163,-1
